출발일,code,name,유형,등급,국면,시장낙폭,당시종가,2일누적,핵심선,카드수익,청산,경과일,40일수익,시총,표준수익,표준봉,표준how,단기수익,단기봉,단기how,창완결126,창완결20
2007-11-22,001200,유진투자증권,A,A,실행,-12.9,1860.0,-12.9,일240,-6.7,손절,1,-9.1,1369393801600,-0.0668867607526884,1,손절,-0.0668867607526884,1,손절,True,True
2007-11-21,005960,동부건설,A,B,실행,-12.5,20600.0,-14.0,일240,-6.3,손절,2,-29.1,621024832500,-0.06333535598705509,2,손절,-0.06333535598705509,2,손절,True,True
2007-11-21,012090,012090,A,A,실행,-12.5,10350.0,-13.8,주60주,-5.3,손절,1,24.6,484291651400,-0.05298309178743965,1,손절,-0.05298309178743965,1,손절,True,True
2007-11-13,088960,088960,A,C,실행,-6.4,14050.0,-26.1,주60주,-9.4,손절,1,-58.0,858595225600,-0.0939287956769872,1,손절,-0.0939287956769872,1,손절,True,True
2007-11-12,016610,DB증권,A,A,실행,-6.8,13000.0,-12.8,일240,7.3,목표,2,-1.5,338376059350,0.03653846153846152,4,2단트레일,0.04871794871794877,2,목표전량,True,True
2007-10-25,001120,LX인터내셔널,A,C,주의,-4.0,24750.0,-12.5,주60주,7.2,목표,2,-9.1,1122102000000,0.046969696969696884,12,2단트레일,0.04781144781144775,2,목표전량,True,True
2007-10-22,008560,008560,A,B,실행,-7.5,10100.0,-13.3,일240,7.7,목표,4,-9.0,416562315300,0.05896039603960401,11,2단트레일,0.051155115511551275,2,목표전량,True,True
2007-10-17,016380,KG스틸,A,B,주의,-3.6,13550.0,-18.1,일240,11.1,목표,2,26.6,542913909400,0.1966789667896679,6,2단트레일,0.07380073800737996,1,목표전량,True,True
2007-10-16,053110,053110,A,C,주의,-2.6,2750.0,-24.8,주60주,-7.2,트레일,3,-12.7,542619067030,-0.07200000000000017,3,트레일,-0.029818181818181855,2,트레일,True,True
2007-10-15,053110,053110,A,B,주의,-1.1,3110.0,-27.7,일240,-5.0,손절,1,-20.3,542619067030,-0.050000000000000155,1,손절,-0.050000000000000155,1,손절,True,True
2007-10-08,047080,한빛소프트,A,B,주의,-0.1,11900.0,-19.3,월10,12.0,목표,1,-41.2,327405142400,0.06457983193277317,4,2단트레일,0.07983193277310918,1,목표전량,True,True
2007-10-05,004980,성신양회,A,C,주의,-0.9,15100.0,-13.2,주60주,-7.5,손절,4,-4.0,332127146250,-0.0751655629139073,4,손절,-0.04953642384105961,2,트레일,True,True
2007-08-28,035950,035950,A,C,실행,-8.7,9450.0,-12.1,주60주,-7.3,트레일,9,-25.9,311290972300,-0.07343915343915342,9,트레일,-0.05663492063492048,3,트레일,True,True
2007-08-20,035950,035950,A,C,실행,-13.6,9300.0,-18.8,주60주,11.6,목표,1,-23.7,311290972300,0.11844086021505373,4,2단트레일,0.07706093189964158,1,목표전량,True,True
2007-08-17,000060,000060,A,A,실행,-18.3,7240.0,-15.1,일240,8.9,목표,1,63.0,866580000000,0.31940607734806625,42,2단트레일,0.059392265193370264,1,목표전량,True,True
2007-08-17,002000,002000,A,C,실행,-18.3,33900.0,-14.6,주60주,8.6,목표,3,7.5,482311731000,0.1073746312684366,37,2단트레일,0.05703048180924286,3,목표전량,True,True
2007-08-17,003545,대신증권우,A,C,실행,-18.3,14050.0,-13.0,주60주,7.5,목표,1,4.3,505700000000,0.05879003558718865,19,2단트레일,0.04982206405693956,1,목표전량,True,True
2007-08-17,010520,010520,A,B,실행,-18.3,10100.0,-14.4,주60주,8.4,목표,1,10.9,1090720000000,0.11495049504950494,35,2단트레일,0.05610561056105601,1,목표전량,True,True
2007-08-17,003410,003410,A,B,실행,-18.3,12700.0,-12.1,주60주,6.9,목표,3,25.2,1202033019600,0.10610236220472435,19,2단트레일,0.04593175853018372,1,목표전량,True,True
2007-08-17,004150,한솔홀딩스,A,C,실행,-18.3,13450.0,-20.6,주60주,13.0,목표,2,36.1,783059236500,0.2684014869888477,36,2단트레일,0.08674101610904583,1,목표전량,True,True
2007-08-17,033500,동성화인텍,A,C,실행,-18.3,14750.0,-18.7,주60주,11.5,목표,4,28.1,316500000000,0.07220338983050845,14,2단트레일,0.07683615819209044,1,목표전량,True,True
2007-08-17,035950,035950,A,B,실행,-18.3,9750.0,-27.5,주60주,-6.1,손절,1,-33.8,311290972300,-0.0606742808005003,1,손절,-0.0606742808005003,1,손절,True,True
2007-08-17,017960,한국카본,A,C,실행,-18.3,7910.0,-21.3,주60주,13.5,목표,4,1.3,300900000000,0.0916308470290772,18,2단트레일,0.09018120522545314,1,목표전량,True,True
2007-08-17,003640,003640,A,C,실행,-18.3,23000.0,-14.5,주60주,8.5,목표,2,11.5,303183000000,0.14213043478260878,28,2단트레일,0.05652173913043468,1,목표전량,True,True
2007-08-17,004200,004200,A,B,실행,-18.3,23200.0,-23.4,일240,15.3,목표,2,19.8,368400000000,0.1473706896551723,22,2단트레일,0.10201149425287359,2,목표전량,True,True
2007-08-17,011160,011160,A,C,실행,-18.3,12200.0,-15.6,주60주,9.2,목표,1,26.2,1353112150500,0.14659836065573761,14,2단트레일,0.061475409836065475,1,목표전량,True,True
2007-08-17,001430,세아베스틸지주,A,A,실행,-18.3,18850.0,-14.9,월10,8.8,목표,1,-0.3,898346080950,0.12498673740053046,5,2단트레일,0.05835543766578244,1,목표전량,True,True
2007-08-16,005940,NH투자증권,A,A,실행,-15.6,22450.0,-15.9,월10,9.5,목표,2,16.7,4041672821500,0.09022271714922059,9,2단트레일,0.06310319227913896,1,목표전량,True,True
2007-08-16,033500,동성화인텍,A,B,실행,-15.6,15450.0,-18.9,주60주,-5.0,손절,1,18.4,316500000000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2007-08-16,005810,풍산홀딩스,A,C,실행,-15.6,22200.0,-17.5,주60주,-5.0,손절,1,24.5,993600000000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2007-08-16,000060,000060,A,B,실행,-15.6,7370.0,-18.1,일240,11.1,목표,2,39.8,866580000000,0.31648575305291726,43,2단트레일,0.07372229760289462,2,목표전량,True,True
2007-08-16,003545,대신증권우,A,B,실행,-15.6,14450.0,-15.5,주60주,9.2,목표,2,0.3,505700000000,0.052837370242214465,20,2단트레일,0.06113033448673599,2,목표전량,True,True
2007-08-16,003540,대신증권,A,C,실행,-15.6,26250.0,-18.5,월10,11.3,목표,2,9.3,1904002500000,0.10478095238095231,17,2단트레일,0.0755555555555556,2,목표전량,True,True
2007-08-16,035720,카카오,A,C,실행,-15.6,56900.0,-14.3,주60주,8.3,목표,4,31.8,899024934600,0.06757469244288228,17,2단트레일,0.05565319273579372,1,목표전량,True,True
2007-08-16,031980,피에스케이홀딩스,A,C,실행,-15.6,10550.0,-19.8,주60주,12.3,목표,1,-2.8,328293534500,0.1517535545023696,9,2단트레일,0.08214849921011047,1,목표전량,True,True
2007-08-16,036830,솔브레인홀딩스,A,B,실행,-15.6,21050.0,-20.3,주60주,-5.0,손절,1,-7.8,416376109800,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2007-08-16,047080,한빛소프트,A,C,실행,-15.6,10900.0,-17.4,월10,-9.1,손절,1,-5.5,303711349200,-0.09113761467889903,1,손절,-0.09113761467889903,1,손절,True,True
2007-08-16,010520,010520,A,B,실행,-15.6,10300.0,-15.6,주60주,9.2,목표,3,3.4,1090720000000,0.10786407766990291,36,2단트레일,0.06148867313915862,2,목표전량,True,True
2007-08-16,035950,035950,A,B,실행,-15.6,11450.0,-18.8,월10,-5.0,손절,1,-47.3,311290972300,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2007-08-16,011160,011160,A,B,실행,-15.6,12300.0,-18.0,주60주,-5.0,손절,1,27.6,1353112150500,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2007-08-16,036710,심텍홀딩스,A,C,실행,-15.6,9800.0,-17.6,월10,10.7,목표,2,-5.1,368560000000,0.11030612244897953,9,2단트레일,0.0714285714285714,1,목표전량,True,True
2007-08-16,017960,한국카본,A,B,실행,-15.6,8550.0,-19.3,주60주,-6.2,손절,1,-8.5,300900000000,-0.06248148148148169,1,손절,-0.06248148148148169,1,손절,True,True
2007-08-14,031980,피에스케이홀딩스,A,B,실행,-9.3,12350.0,-18.2,일240,-6.2,손절,1,-17.8,328293534500,-0.06176768046265335,1,손절,-0.06176768046265335,1,손절,True,True
2007-08-02,000270,기아,A,C,실행,-7.5,12350.0,-12.1,월10,6.9,목표,4,-3.6,4878587892750,0.038542510121457485,6,2단트레일,0.045883940620782715,4,목표전량,True,True
2007-06-22,065810,065810,A,B,주의,-2.0,8650.0,-27.3,주60주,-5.0,손절,1,-87.4,374006610500,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2007-06-21,065810,065810,A,C,관찰만,-0.8,10150.0,-27.5,일240,-8.3,손절,1,-89.1,374006610500,-0.08326949917898185,1,손절,-0.08326949917898185,1,손절,True,True
2007-04-05,056200,056200,A,B,관찰만,-0.1,8110.0,-12.5,월10,7.2,목표,7,-3.9,317974931550,0.045203452527743604,14,2단트레일,0.04767776407727076,7,목표전량,True,True
2007-03-21,032710,032710,A,C,주의,-1.8,52900.0,-18.1,주60주,-5.0,손절,1,-11.0,7797976866600,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,False,True
2006-11-14,007640,007640,A,C,관찰만,-3.9,7570.0,-17.7,주60주,-5.0,손절,1,-53.2,530015703000,-0.050000000000000155,1,손절,-0.050000000000000155,1,손절,True,True
2006-10-24,057330,057330,A,C,주의,-6.7,15650.0,-18.5,주60주,11.3,목표,2,-1.9,422997018100,0.11900958466453682,11,2단트레일,0.07561235356762519,1,목표전량,True,True
2006-10-10,039130,하나투어,A,C,주의,-9.3,54000.0,-16.3,주60주,9.7,목표,20,12.8,701542913500,0.1312037037037037,62,2단트레일,0.06481481481481488,7,목표전량,True,True
2006-10-10,022100,포스코DX,A,C,주의,-9.3,5800.0,-13.4,주60주,-8.3,손절,1,30.2,538240560000,-0.08275862068965523,1,손절,-0.08275862068965523,1,손절,True,True
2006-10-09,037150,037150,A,C,주의,-9.9,19900.0,-15.3,주60주,9.0,목표,4,21.9,531137622600,0.10351758793969845,61,2단트레일,-0.040703517587939664,2,트레일,True,True
2006-07-19,004010,004010,A,B,실행,-15.8,15900.0,-14.1,주60주,8.2,목표,7,7.5,1052145400300,0.06528301886792454,53,2단트레일,-0.030817610062893075,3,트레일,True,True
2006-07-18,011200,HMM,A,C,실행,-15.8,14300.0,-14.6,월10,8.6,목표,7,21.0,1875932767800,0.14744755244755237,39,2단트레일,0.05710955710955701,3,목표전량,True,True
2006-07-18,035080,그래디언트,A,B,실행,-15.8,7830.0,-12.6,주60주,-5.0,손절,1,-13.9,429464357910,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2006-06-27,011780,금호석유화학,A,C,실행,-14.8,21400.0,-14.4,주60주,8.4,목표,3,6.8,719511850100,0.04205607476635509,6,2단트레일,0.05607476635514019,2,목표전량,True,True
2006-06-21,000720,현대건설,A,B,실행,-16.2,39100.0,-13.0,주60주,7.5,목표,6,21.4,5098565461600,0.12707161125319688,73,2단트레일,-0.05529411764705883,2,트레일,True,True
2006-06-09,000670,영풍,A,A,실행,-15.6,158000.0,-15.1,월10,8.9,목표,3,40.5,382223300000,0.12632911392405066,11,2단트레일,0.059071729957806074,1,목표전량,True,True
2006-06-08,000670,영풍,A,B,실행,-16.5,160000.0,-17.9,월10,-5.0,손절,1,43.8,382223300000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2006-06-08,002990,금호건설,A,C,실행,-16.5,17600.0,-13.3,주60주,-6.6,손절,3,-11.6,891674015900,-0.0661931818181819,3,손절,-0.05909090909090908,3,트레일,True,True
2006-06-07,022100,포스코DX,A,C,실행,-13.5,5700.0,-17.3,일240,-7.4,트레일,5,-21.3,599404260000,-0.0736842105263158,5,트레일,-0.03157894736842104,4,트레일,True,True
2006-06-07,023410,유진기업,A,B,실행,-13.5,8790.0,-13.4,주60주,7.7,목표,2,-27.9,320939810100,0.03868031854379972,3,2단트레일,0.0515737580583997,1,목표전량,True,True
2006-06-05,023410,유진기업,A,B,실행,-11.1,9000.0,-14.7,주60주,-5.0,손절,1,-28.6,320939810100,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2006-06-01,016420,016420,A,B,실행,-11.6,11200.0,-23.8,주60주,-7.3,손절,2,-14.6,312049733100,-0.07301488095238107,2,손절,-0.05125000000000002,2,트레일,True,True
2006-05-18,003560,003560,A,A,실행,-6.8,8150.0,-14.6,월10,-5.9,손절,4,-7.4,347390542290,-0.059208588957055164,4,손절,0.05685071574642131,1,목표전량,True,True
2006-05-16,011760,현대코퍼레이션,A,A,실행,-5.6,26200.0,-14.1,월10,-5.8,손절,2,-20.6,675476510500,-0.05784438457316776,2,손절,-0.05784438457316776,2,손절,True,True
2006-05-15,069080,웹젠,A,B,주의,-3.5,21100.0,-13.3,주60주,7.7,목표,5,-26.1,312601100000,0.038507109004739304,6,2단트레일,0.05134281200631907,2,목표전량,True,True
2006-04-26,057330,057330,A,C,관찰만,-0.0,9610.0,-17.9,일240,10.9,목표,1,123.7,337696514450,0.566233090530697,7,2단트레일,0.07249392993409653,1,목표전량,True,True
2006-02-23,004800,효성,A,A,주의,-4.3,13500.0,-15.1,월10,8.9,목표,3,43.3,600400412250,0.22725925925925938,50,2단트레일,0.059259259259259345,2,목표전량,True,True
2006-02-16,069080,웹젠,A,C,실행,-7.6,19600.0,-13.8,월10,8.0,목표,26,28.3,341759500000,0.1193622448979591,44,2단트레일,0.0535714285714286,8,목표전량,True,True
2006-02-15,069080,웹젠,A,C,실행,-8.3,19350.0,-20.2,월10,12.7,목표,29,29.5,341759500000,0.1499741602067184,45,2단트레일,0.08440999138673555,9,목표전량,True,True
2006-02-06,005960,동부건설,A,C,실행,-5.6,15200.0,-16.3,주60주,9.7,목표,12,13.8,434717382750,0.18391447368421054,55,2단트레일,0.06469298245614041,11,목표전량,True,True
2006-02-03,004200,004200,A,B,실행,-6.2,26550.0,-12.1,일240,6.9,목표,8,20.5,384000000000,0.034369114877589535,10,2단트레일,0.04582548650345264,4,목표전량,True,True
2006-02-03,005960,동부건설,A,B,실행,-6.2,16050.0,-16.0,주60주,-5.9,손절,1,9.7,434717382750,-0.058878504672897236,1,손절,-0.058878504672897236,1,손절,True,True
2006-02-02,028150,028150,A,B,주의,-3.3,94500.0,-12.7,일240,-5.2,손절,2,-2.6,710062500000,-0.05201058201058206,2,손절,-0.05201058201058206,2,손절,True,True
2006-01-23,077970,STX엔진,A,C,실행,-8.7,13200.0,-15.9,주60주,9.5,목표,4,12.5,454527803050,0.1006818181818182,6,2단트레일,0.06313131313131315,1,목표전량,True,True
2006-01-23,001510,SK증권,A,B,실행,-8.7,1155.0,-20.3,주60주,12.8,목표,1,14.7,497782200905,0.13528138528138522,6,2단트레일,0.08513708513708496,1,목표전량,True,True
2006-01-23,003620,KG모빌리티,A,C,실행,-8.7,7060.0,-13.4,주60주,7.7,목표,2,-7.6,982141560600,0.03859773371104813,7,2단트레일,0.051463644948064324,1,목표전량,True,True
2006-01-23,014820,동원시스템즈,A,A,실행,-8.7,1765.0,-24.1,주60주,15.9,목표,4,2.8,313218256000,0.16266288951841357,6,2단트레일,0.10576015108593029,2,목표전량,True,True
2006-01-23,003410,003410,A,B,실행,-8.7,11800.0,-15.1,주60주,-5.7,트레일,11,39.8,1060178191200,-0.05661016949152542,11,트레일,-0.048813559322033795,3,트레일,True,True
2006-01-23,003520,영진약품,A,C,실행,-8.7,3145.0,-23.7,주60주,-5.0,손절,1,1.1,418883962580,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2006-01-23,003560,003560,A,C,실행,-8.7,5890.0,-22.3,일240,14.3,목표,1,46.5,341819633860,0.15740237691001702,6,2단트레일,0.09564233163554059,1,목표전량,True,True
2006-01-23,001630,종근당홀딩스,A,A,실행,-8.7,26250.0,-20.9,월10,13.2,목표,1,51.2,451165125000,0.2282857142857142,16,2단트레일,0.08825396825396803,1,목표전량,True,True
2006-01-20,003410,003410,A,B,실행,-6.8,12600.0,-12.5,일240,-5.3,손절,1,36.9,1060178191200,-0.05295289273116677,1,손절,-0.05295289273116677,1,손절,True,True
2006-01-20,003560,003560,A,A,실행,-6.8,6600.0,-16.1,월10,-5.1,손절,1,36.4,341819633860,-0.05143939393939412,1,손절,-0.05143939393939412,1,손절,True,True
2006-01-20,046890,서울반도체,A,C,실행,-6.8,29450.0,-17.5,일240,10.6,목표,3,12.1,451429700000,0.08718166383701187,8,2단트레일,0.07074136955291466,1,목표전량,True,True
2005-12-20,033030,033030,A,C,관찰만,0.0,7350.0,-14.5,월10,8.5,목표,1,1.2,306601867530,0.04251700680272108,2,2단트레일,0.05668934240362811,1,목표전량,True,True
2005-12-19,033030,033030,A,C,관찰만,0.0,7310.0,-27.6,월10,-3.6,트레일,3,1.2,306601867530,-0.03573187414500678,3,트레일,0.008098495212038426,3,트레일,True,True
2005-12-19,041960,코미팜,A,C,관찰만,0.0,38050.0,-15.8,주60주,9.4,목표,2,-25.6,476273045500,0.06387647831800258,3,2단트레일,0.06263688129653966,2,목표전량,True,True
2005-08-29,011160,011160,A,C,실행,-5.9,4620.0,-15.2,일240,9.0,목표,3,53.7,670602608930,0.24396103896103905,35,2단트레일,0.059884559884559874,2,목표전량,True,True
2005-08-03,036930,주성엔지니어링,A,B,관찰만,-0.2,11150.0,-18.0,주60주,-5.0,손절,1,-12.0,447264174000,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2005-04-07,002000,002000,A,C,주의,-3.3,59700.0,-13.6,주60주,7.9,목표,1,-2.8,818468392000,0.06633165829145737,5,2단트레일,0.052484645449469625,1,목표전량,True,True
2005-04-06,002000,002000,A,C,주의,-3.4,58800.0,-27.6,주60주,19.0,목표,3,1.9,818468392000,0.13027210884353746,6,2단트레일,0.12698412698412698,1,목표전량,True,True
2004-11-16,067250,067250,A,C,실행,-6.4,15100.0,-13.7,일240,7.9,목표,11,9.3,383768204400,0.058410596026490014,31,2단트레일,-0.046490066225165494,2,트레일,True,True
2004-10-14,010130,고려아연,A,A,실행,-9.6,23150.0,-13.1,일240,-6.0,손절,4,23.5,402874500000,-0.06025917926565871,4,손절,-0.056155507559395246,4,트레일,True,True
2004-07-30,000660,SK하이닉스,A,A,실행,-21.4,9000.0,-12.6,주60주,-6.5,손절,2,15.6,4003790733000,-0.0653055555555555,2,손절,-0.051377777777777744,2,트레일,True,True
2004-07-12,001740,SK네트웍스,A,C,실행,-20.3,14650.0,-14.3,월10,-7.2,트레일,10,-4.4,4996043355600,-0.07194539249146759,10,트레일,-0.02976109215017053,4,트레일,True,True
2004-06-21,001740,SK네트웍스,A,A,실행,-20.0,15000.0,-13.5,월10,-7.9,트레일,2,-7.7,6751409940000,-0.0789333333333333,2,트레일,-0.03706666666666658,2,트레일,True,True
2004-06-14,011200,HMM,A,B,실행,-21.1,7750.0,-13.8,일240,8.0,목표,5,26.8,809124847650,0.15316129032258075,68,2단트레일,0.053333333333333455,2,목표전량,True,True
2004-06-14,036930,주성엔지니어링,A,B,실행,-21.1,8100.0,-18.2,일240,11.1,목표,10,-4.0,311135933800,0.0835555555555556,17,2단트레일,0.07407407407407418,1,목표전량,True,True
2004-05-27,042670,042670,A,B,실행,-14.3,7550.0,-12.4,주60주,-5.4,손절,5,8.3,1513296029840,-0.05377483443708608,5,손절,-0.04100662251655618,5,트레일,True,True
2004-05-18,011200,HMM,A,B,실행,-20.7,6360.0,-13.8,주60주,8.0,목표,1,37.6,758618965440,0.18487421383647806,18,2단트레일,0.053459119496855445,1,목표전량,True,True
2004-05-18,004020,현대제철,A,C,실행,-20.7,8250.0,-14.1,주60주,8.2,목표,1,13.8,1127436276600,0.06624242424242421,6,2단트레일,0.05454545454545445,1,목표전량,True,True
2004-05-17,012330,현대모비스,A,C,실행,-22.1,39600.0,-13.0,주60주,7.4,목표,2,25.9,4284085024800,0.0833585858585858,12,2단트레일,0.04966329966329952,1,목표전량,True,True
2004-05-17,005830,DB손해보험,A,B,실행,-22.1,4160.0,-18.3,월10,11.2,목표,2,7.7,438960000000,0.09848557692307691,19,2단트레일,0.07451923076923084,1,목표전량,True,True
2004-05-17,000240,한국앤컴퍼니,A,B,실행,-22.1,7420.0,-16.7,주60주,10.0,목표,1,27.4,1429808124080,0.10820754716981129,19,2단트레일,0.06693620844564241,1,목표전량,True,True
2004-05-17,004020,현대제철,A,C,실행,-22.1,8250.0,-20.7,주60주,-6.0,손절,1,14.9,1127436276600,-0.0603636363636364,1,손절,-0.0603636363636364,1,손절,True,True
2004-05-17,011200,HMM,A,C,실행,-22.1,6280.0,-18.0,주60주,-5.0,손절,1,43.3,758618965440,-0.050000000000000044,1,손절,-0.050000000000000044,1,손절,True,True
2004-05-17,066570,LG전자,A,C,실행,-22.1,53800.0,-14.9,주60주,8.7,목표,2,0.2,9939965925600,0.10063197026022297,13,2단트레일,0.058240396530359506,1,목표전량,True,True
2004-05-17,051370,인터플렉스,A,B,실행,-22.1,24550.0,-15.9,일240,9.5,목표,2,11.4,369615000000,0.04735234215885942,3,2단트레일,0.06313645621181263,2,목표전량,True,True
2004-05-17,055550,신한지주,A,C,실행,-22.1,16200.0,-16.3,주60주,9.7,목표,2,1.9,6020506585000,0.06466049382716055,18,2단트레일,0.06481481481481488,2,목표전량,True,True
2004-05-17,036930,주성엔지니어링,A,C,실행,-22.1,8630.0,-18.6,월10,11.4,목표,1,7.0,410013200000,0.08986095017381224,3,2단트레일,0.07609115488605633,1,목표전량,True,True
2004-05-17,035420,NAVER,A,B,실행,-22.1,81800.0,-18.8,월10,11.6,목표,2,28.2,1578870683600,0.15590464547677263,12,2단트레일,0.07701711491442542,1,목표전량,True,True
2004-05-14,035720,카카오,A,C,실행,-17.9,50000.0,-12.6,월10,-5.4,손절,1,-3.6,751323345000,-0.05379999999999996,1,손절,-0.05379999999999996,1,손절,True,True
2004-05-14,000210,DL,A,A,실행,-17.9,30700.0,-12.3,주60주,7.0,목표,2,18.6,1560880000000,0.10615635179153093,13,2단트레일,0.04668838219326821,1,목표전량,True,True
2004-05-11,042670,042670,A,C,실행,-15.5,7200.0,-21.1,주60주,-1.6,트레일,3,9.6,1513296029840,-0.016111111111111076,3,트레일,0.0888888888888888,1,목표전량,True,True
2004-05-11,000700,유수홀딩스,A,C,실행,-15.5,14550.0,-12.1,주60주,-6.3,손절,3,11.3,1183283409000,-0.06305841924398636,3,손절,-0.04838487972508587,2,트레일,True,True
2004-05-11,001230,동국홀딩스,A,B,실행,-15.5,7110.0,-12.8,일240,7.3,목표,2,24.5,676754767700,0.04402250351617443,4,2단트레일,0.048757618377871514,1,목표전량,True,True
2004-05-10,004940,004940,A,B,실행,-15.5,5100.0,-17.5,주60주,-4.6,트레일,4,10.4,3972626048160,-0.04580392156862756,4,트레일,0.07058823529411762,2,목표전량,True,True
2004-05-07,001740,SK네트웍스,A,B,실행,-10.4,14300.0,-17.6,월10,10.7,목표,1,0.0,5569913200500,0.053321678321678334,2,2단트레일,0.07109557109557119,1,목표전량,True,True
2004-04-30,011170,롯데케미칼,A,B,실행,-7.8,43700.0,-12.9,주60주,-8.5,손절,1,-13.5,1392282000000,-0.08478260869565213,1,손절,-0.08478260869565213,1,손절,True,True
2004-04-29,011170,롯데케미칼,A,B,실행,-6.5,45100.0,-14.9,주60주,-7.3,손절,2,-18.4,1481490000000,-0.07278455284552854,2,손절,-0.07278455284552854,2,손절,True,True
2004-03-26,010130,고려아연,A,C,주의,-4.8,22800.0,-13.6,주60주,7.9,목표,4,-22.4,551004000000,0.03947368421052633,11,2단트레일,0.05263157894736836,4,목표전량,True,True
2004-03-25,009830,한화솔루션,A,C,실행,-6.0,7480.0,-21.9,주60주,14.0,목표,5,-23.9,1136113443600,0.12489304812834223,23,2단트레일,0.09358288770053469,1,목표전량,True,True
2004-02-05,009720,009720,A,C,관찰만,-3.2,61100.0,-13.2,주60주,7.6,목표,3,-1.8,553026187500,0.03805237315875609,12,2단트레일,0.0507364975450082,3,목표전량,True,True
2004-01-27,042100,042100,A,A,관찰만,-0.7,2445.0,-17.1,주60주,10.3,목표,9,6.5,569966000000,0.0690184049079754,32,2단트레일,0.06884798909338796,1,목표전량,True,True
2004-01-16,042420,네오위즈홀딩스,A,B,관찰만,-0.3,42500.0,-21.6,주60주,-5.0,손절,4,-10.1,380125820000,-0.050000000000000155,4,손절,-0.050000000000000155,4,손절,True,True
2003-12-17,003550,LG,A,C,주의,-2.7,7930.0,-14.7,주60주,8.6,목표,2,32.4,2365360055190,0.1507566204287517,26,2단트레일,0.05758722152164775,1,목표전량,True,True
2003-11-24,068870,068870,A,A,실행,-7.3,31600.0,-13.7,일240,7.9,목표,5,17.7,513654382500,0.04082278481012658,23,2단트레일,0.052742616033755185,3,목표전량,True,True
2003-11-13,003410,003410,A,A,주의,0.0,1605.0,-14.2,주60주,8.3,목표,3,-2.8,334173157570,0.048442367601246095,6,2단트레일,0.05503634475597097,3,목표전량,True,True
2003-11-12,003410,003410,A,C,주의,-1.1,1640.0,-18.0,주60주,11.0,목표,5,-4.9,334173157570,0.054878048780487854,7,2단트레일,-0.0435365853658537,3,트레일,True,True
2003-10-23,003450,003450,A,B,주의,-3.3,6290.0,-12.2,주60주,6.9,목표,3,-2.1,641025747180,0.03457869634340227,8,2단트레일,0.04610492845786962,3,목표전량,True,True
2003-09-08,038400,038400,A,C,관찰만,-0.8,8760.0,-12.4,월10,7.1,목표,1,-20.1,530370000000,0.035388127853881235,3,2단트레일,0.04718417047184187,1,목표전량,False,True
2003-07-25,014900,014900,A,A,주의,-6.2,6320.0,-13.8,월10,8.0,목표,5,-15.5,322768171080,0.03995253164556967,10,2단트레일,0.053270042194092815,3,목표전량,True,True
2003-07-21,014900,014900,A,A,실행,-11.5,7120.0,-13.0,일240,-7.6,손절,3,-14.7,322768171080,-0.07562631671348297,3,손절,-0.03477528089887638,3,트레일,True,True
2003-06-27,005890,005890,A,B,실행,-15.6,6300.0,-13.6,일240,6.3,진행중,4,,420261231320,0.06349206349206349,4,만기,0.05238095238095242,4,목표전량,False,False
2003-06-24,055550,신한지주,A,C,실행,-18.0,12150.0,-12.6,월10,7.2,목표,7,30.0,3581423781250,0.1172427983539095,17,2단트레일,0.0480109739368999,6,목표전량,True,True
2003-05-19,009830,한화솔루션,A,B,실행,-31.8,4370.0,-12.9,주60주,7.4,목표,2,33.9,374718118240,0.1765446224256293,25,2단트레일,0.04958047292143419,1,목표전량,True,True
2003-04-25,047040,대우건설,A,A,실행,-38.8,2825.0,-12.3,일240,7.0,목표,2,22.3,469080144925,0.09254867256637167,13,2단트레일,0.04660766961651919,1,목표전량,True,True
2003-04-25,000720,현대건설,A,B,실행,-38.8,2200.0,-19.4,일240,12.0,목표,2,8.6,810136934680,0.17422727272727268,10,2단트레일,0.08030303030303032,1,목표전량,True,True
2003-02-26,001800,오리온홀딩스,A,C,실행,-37.0,52000.0,-12.6,주60주,-5.9,손절,5,2.9,305686483200,-0.05913461538461551,5,손절,-0.04992307692307685,5,트레일,True,True
2003-01-27,025930,025930,A,A,실행,-36.7,13000.0,-15.0,일240,8.8,목표,5,-10.8,353475722600,0.07899999999999996,9,2단트레일,0.05897435897435899,4,목표전량,True,True
2002-12-30,012990,012990,A,A,실행,-33.1,13600.0,-13.4,주60주,7.7,목표,3,19.9,614720000000,0.11772058823529408,41,2단트레일,0.05147058823529416,2,목표전량,True,True
