출발일,code,유형,국면,PER,PBR,EPS,DIV,ex,f40,peak6,PER군,PBR군,DIV군
2007-08-17,010520,A,실행,118.26,1.1,115.0,0.74,8.41584158415842,10.891089108910899,30.2,고PER(30+),중PBR(0.8~1.5),배당<2%
2007-08-17,003545,A,실행,0.0,0.0,0.0,5.4,7.47330960854093,4.27046263345196,26.0,적자/무실적,,배당2%+
2007-08-17,002000,A,실행,0.0,0.93,0.0,1.88,8.55457227138642,7.52212389380531,31.3,적자/무실적,중PBR(0.8~1.5),배당<2%
2007-08-17,001430,A,실행,14.92,1.13,1679.0,2.79,8.75331564986736,-0.26525198938992,32.6,중PER(8~15),중PBR(0.8~1.5),배당2%+
2007-08-17,003600,B,실행,11.16,1.57,15588.0,1.09,-5.26936026936026,61.61616161616161,97.6,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-08-17,004150,A,실행,0.0,1.27,0.0,0.0,13.01115241635688,36.05947955390334,59.9,적자/무실적,중PBR(0.8~1.5),무배당
2007-08-20,035950,A,실행,0.0,9.02,0.0,0.0,11.55913978494622,-23.65591397849462,27.4,적자/무실적,고PBR(3+),무배당
2007-08-28,003600,B,실행,11.16,1.57,15588.0,1.09,41.979522184300336,82.25255972696246,100.3,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-08-28,035950,A,실행,0.0,9.02,0.0,0.0,-7.34391534391534,-25.92592592592593,5.3,적자/무실적,고PBR(3+),무배당
2007-08-29,003600,B,실행,11.16,1.57,15588.0,1.09,46.9964664310954,79.85865724381624,107.4,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-10-05,004980,A,주의,0.0,0.83,0.0,0.0,-7.51655629139073,-3.97350993377483,35.4,적자/무실적,중PBR(0.8~1.5),무배당
2007-10-08,047080,A,주의,0.0,3.92,0.0,0.0,11.97478991596638,-41.17647058823529,14.7,적자/무실적,고PBR(3+),무배당
2007-10-15,053110,A,주의,0.0,40.71,0.0,0.0,-5.00000000000001,-20.2572347266881,8.7,적자/무실적,고PBR(3+),무배당
2007-10-16,053110,A,주의,0.0,40.71,0.0,0.0,-7.200000000000011,-12.727272727272728,22.9,적자/무실적,고PBR(3+),무배당
2007-10-17,016380,A,주의,0.0,0.69,0.0,0.5,11.07011070110701,26.56826568265684,45.8,적자/무실적,저PBR(<0.8),배당<2%
2007-10-22,008560,A,실행,32.73,1.7,362.0,2.53,7.67326732673268,-9.009900990099,18.3,고PER(30+),중고PBR(1.5~3),배당2%+
2007-10-25,001120,A,주의,18.87,2.35,1534.0,1.73,7.17171717171716,-9.09090909090909,16.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2007-11-12,016610,A,실행,27.6,1.43,672.0,0.27,7.3076923076922995,-1.53846153846153,10.8,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2007-11-13,088960,A,실행,68.73,13.1,774.0,0.56,-9.39287956769872,-58.00711743772242,3.6,고PER(30+),고PBR(3+),배당<2%
2007-11-15,042670,B,실행,42.91,4.69,881.0,0.93,-9.8609756097561,-14.176829268292678,15.9,고PER(30+),고PBR(3+),배당<2%
2007-11-20,090430,B,실행,97.6,7.4,8781.0,0.53,-4.34507042253522,-9.85915492957747,12.5,고PER(30+),고PBR(3+),배당<2%
2007-11-21,012090,A,실행,31.52,2.69,441.0,0.0,-5.298309178743961,24.63768115942031,67.6,고PER(30+),중고PBR(1.5~3),무배당
2007-11-21,005960,A,실행,38.15,1.44,747.0,1.75,-6.333535598705501,-29.126213592233007,21.1,고PER(30+),중PBR(0.8~1.5),배당<2%
2007-11-22,011170,A,실행,11.36,1.78,11977.0,0.55,-5.0,-18.75626880641926,24.9,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-11-22,000670,A,실행,9.85,1.53,65662.0,0.31,6.82062298603651,-15.57465091299676,28.5,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-11-22,001040,A,실행,19.66,1.4,5077.0,1.5,6.884057971014499,15.94202898550725,21.4,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2007-11-22,001200,A,실행,45.09,2.04,55.0,0.81,-6.68867607526884,-9.13978494623656,23.7,고PER(30+),중고PBR(1.5~3),배당<2%
2007-11-22,000210,B,실행,24.75,2.96,7899.0,0.69,-7.92353790613719,-1.8050541516245502,39.0,중고PER(15~30),중고PBR(1.5~3),배당<2%
2007-11-22,012090,A,실행,31.52,2.69,441.0,0.0,-6.90954773869346,40.20100502512564,74.4,고PER(30+),중고PBR(1.5~3),무배당
2007-11-22,002550,A,실행,147.85,3.62,186.0,0.45,6.85096153846154,-9.375,17.1,고PER(30+),고PBR(3+),배당<2%
2007-11-22,000215,A,실행,0.0,0.0,0.0,1.61,-6.762725779967161,-3.9408866995073804,40.7,적자/무실적,,배당<2%
2007-11-23,036930,A,실행,44.59,5.41,527.0,0.0,8.00604229607251,2.7190332326284,40.2,고PER(30+),고PBR(3+),무배당
2007-11-23,011170,A,실행,11.36,1.78,11977.0,0.55,13.697857948139799,-2.25479143179255,40.4,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-11-23,001200,A,실행,45.09,2.04,55.0,0.81,8.01749271137026,2.04081632653061,34.1,고PER(30+),중고PBR(1.5~3),배당<2%
2007-11-23,014940,A,실행,203.16,6.23,79.0,0.31,11.13861386138612,-10.49504950495049,37.1,고PER(30+),고PBR(3+),배당<2%
2007-11-23,000800,A,실행,24.07,2.28,2372.0,1.31,7.14285714285716,-2.85714285714286,27.9,중고PER(15~30),중고PBR(1.5~3),배당<2%
2007-11-23,010620,B,실행,32.99,6.12,11959.0,0.63,9.47470817120621,-9.53307392996108,28.8,고PER(30+),고PBR(3+),배당<2%
2007-11-23,011790,A,실행,13.03,2.37,2993.0,0.77,11.18143459915612,-7.1729957805907105,32.9,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-11-23,007570,A,실행,295.38,11.07,238.0,0.18,8.214285714285701,20.23809523809523,59.3,고PER(30+),고PBR(3+),배당<2%
2007-11-23,004000,A,실행,53.78,2.45,1255.0,0.89,10.09615384615385,12.74038461538462,48.8,고PER(30+),중고PBR(1.5~3),배당<2%
2007-12-10,008000,A,실행,0.0,1.67,0.0,0.0,-5.01061452513966,-44.022346368715084,19.0,적자/무실적,중고PBR(1.5~3),무배당
2007-12-10,010620,B,실행,26.72,4.96,11959.0,0.78,-7.841165755919841,-14.75409836065574,7.1,중고PER(15~30),고PBR(3+),배당<2%
2007-12-11,008000,A,실행,0.0,1.67,0.0,0.0,-7.87383313885649,-39.90665110851809,24.3,적자/무실적,중고PBR(1.5~3),무배당
2007-12-11,010620,B,실행,26.72,4.96,11959.0,0.78,-10.13285968028417,-13.32149200710478,4.4,중고PER(15~30),고PBR(3+),배당<2%
2007-12-12,005160,A,실행,40.0,3.22,260.0,0.48,-6.49139280125196,-15.96244131455398,38.3,고PER(30+),고PBR(3+),배당<2%
2007-12-18,003600,B,실행,13.79,1.94,15588.0,0.88,-8.65742707657205,-11.11111111111111,7.1,중PER(8~15),중고PBR(1.5~3),배당<2%
2007-12-21,011200,B,실행,45.96,2.64,904.0,1.2,-4.96231155778894,1.13065326633166,18.1,고PER(30+),중고PBR(1.5~3),배당<2%
2008-01-03,011200,B,실행,47.57,2.73,904.0,1.16,-4.5510455104551,-6.15006150061501,15.6,고PER(30+),중고PBR(1.5~3),배당<2%
2008-01-03,010620,B,실행,24.12,4.48,11959.0,0.87,-5.85294117647059,-2.57352941176471,3.5,중고PER(15~30),고PBR(3+),배당<2%
2008-01-04,003600,B,실행,12.7,1.79,15588.0,0.96,-4.75346373989497,-13.49206349206348,4.5,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-08,016360,B,실행,29.46,2.96,3082.0,1.1,-8.738682634730539,-25.74850299401198,6.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-08,005490,B,실행,14.11,1.9,40748.0,1.39,-5.40703703703703,-5.74074074074074,12.4,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-09,006800,B,실행,13.2,2.91,2318.0,1.31,-7.90271739130434,-21.01449275362319,2.9,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-11,010130,A,실행,5.4,1.78,24177.0,1.53,-6.11764705882352,2.35294117647058,20.0,저PER(<8),중고PBR(1.5~3),배당<2%
2008-01-11,078930,B,실행,13.46,2.1,4318.0,1.72,-8.1124067164179,-23.0410447761194,-1.1,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-11,035250,B,실행,21.01,3.68,1171.0,2.03,-9.4598308668076,-13.31923890063424,4.4,중고PER(15~30),고PBR(3+),배당2%+
2008-01-14,042660,A,실행,165.92,5.97,311.0,0.48,-7.095588235294111,-25.980392156862752,20.5,고PER(30+),고PBR(3+),배당<2%
2008-01-14,000830,B,실행,43.14,2.28,1669.0,0.49,-6.322249999999991,2.33333333333334,32.5,고PER(30+),중고PBR(1.5~3),배당<2%
2008-01-14,009540,B,실행,40.03,5.91,11053.0,0.56,-7.39986928104575,-9.019607843137251,6.9,고PER(30+),고PBR(3+),배당<2%
2008-01-14,071660,A,실행,34.2,3.45,921.0,0.0,6.87382297551788,-22.03389830508474,14.1,고PER(30+),고PBR(3+),무배당
2008-01-14,005960,A,실행,31.79,1.2,747.0,2.11,-7.220779220779221,-15.32467532467533,20.0,고PER(30+),중PBR(0.8~1.5),배당2%+
2008-01-15,028050,A,실행,33.55,8.44,2796.0,0.85,7.1969696969697,3.66161616161615,38.9,고PER(30+),고PBR(3+),배당<2%
2008-01-15,049690,A,실행,40.71,7.65,732.0,0.0,-9.50431034482757,-26.50862068965517,19.6,고PER(30+),고PBR(3+),무배당
2008-01-15,010620,A,실행,24.12,4.48,11959.0,0.87,-6.46799116997793,-4.41501103752759,24.3,중고PER(15~30),고PBR(3+),배당<2%
2008-01-15,000880,B,실행,17.94,3.97,3946.0,0.64,-7.21244131455398,-27.23004694835681,0.5,중고PER(15~30),고PBR(3+),배당<2%
2008-01-15,077970,A,실행,43.43,8.84,1485.0,0.5,-6.4841813437703895,-23.2876712328767,15.9,고PER(30+),고PBR(3+),배당<2%
2008-01-15,009540,B,실행,40.03,5.91,11053.0,0.56,-3.62027210884353,-8.84353741496598,11.3,고PER(30+),고PBR(3+),배당<2%
2008-01-16,011810,A,실행,75.98,11.77,1099.0,0.36,-7.40298507462685,-16.865671641791042,26.9,고PER(30+),고PBR(3+),배당<2%
2008-01-16,002990,A,실행,12.6,2.73,4491.0,0.8,-7.791485507246381,-19.565217391304348,8.5,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-16,049690,A,실행,40.71,7.65,732.0,0.0,-2.19746835443036,-17.46835443037974,40.5,고PER(30+),고PBR(3+),무배당
2008-01-16,089480,A,실행,29.65,5.74,1720.0,0.12,-7.83908045977013,2.29885057471264,41.4,중고PER(15~30),고PBR(3+),배당<2%
2008-01-16,004980,A,실행,0.0,0.77,0.0,0.0,-5.0,-40.24844720496894,5.0,적자/무실적,저PBR(<0.8),무배당
2008-01-16,053660,A,실행,25.38,4.5,1584.0,0.12,-5.22352941176472,-15.29411764705883,44.0,중고PER(15~30),고PBR(3+),배당<2%
2008-01-16,069260,A,실행,26.65,2.36,711.0,1.37,9.15119363395224,14.058355437665778,46.9,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-16,067250,A,실행,72.15,6.3,693.0,0.55,-6.18552083333333,-23.5,11.7,고PER(30+),고PBR(3+),배당<2%
2008-01-16,086280,A,실행,35.71,5.43,1778.0,0.24,-7.356791666666671,-1.2,45.4,고PER(30+),고PBR(3+),배당<2%
2008-01-16,046890,A,실행,115.89,11.34,214.0,0.36,-5.45130641330166,-14.964370546318289,9.0,고PER(30+),고PBR(3+),배당<2%
2008-01-16,004020,B,실행,13.72,1.89,5760.0,0.63,-8.283162518301609,-4.3923865300146305,33.5,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-17,035420,B,실행,68.81,26.48,3286.0,0.0,-3.80288461538461,-7.54807692307691,17.8,고PER(30+),고PBR(3+),무배당
2008-01-18,000210,B,실행,22.66,2.71,7899.0,0.75,-8.86257053291537,-28.84012539184952,1.6,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-21,002020,A,실행,0.0,1.22,0.0,0.0,-5.36398467432951,-4.78927203065133,37.2,적자/무실적,중PBR(0.8~1.5),무배당
2008-01-22,030610,A,실행,23.74,2.26,872.0,0.72,16.43835616438356,12.32876712328767,32.9,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-22,006360,A,실행,20.11,4.35,7758.0,0.99,-4.5823754789272,-2.68199233716475,23.8,중고PER(15~30),고PBR(3+),배당<2%
2008-01-22,025900,A,실행,146.02,1.75,201.0,0.0,-6.46153846153845,34.35897435897437,69.2,고PER(30+),중고PBR(1.5~3),무배당
2008-01-22,084730,A,실행,26.12,7.73,1524.0,0.0,9.482758620689651,22.41379310344826,32.4,중고PER(15~30),고PBR(3+),무배당
2008-01-22,023410,A,실행,3.3,1.22,3732.0,2.03,8.653846153846139,-4.71153846153846,12.5,저PER(<8),중PBR(0.8~1.5),배당2%+
2008-01-22,014820,A,실행,15.4,3.18,177.0,3.67,6.94444444444444,2.08333333333332,41.2,중고PER(15~30),고PBR(3+),배당2%+
2008-01-22,001440,A,실행,21.8,2.14,2248.0,1.02,13.85869565217392,33.69565217391306,48.1,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-22,000155,A,실행,0.0,0.0,0.0,0.0,6.923076923076921,0.0,28.3,적자/무실적,,무배당
2008-01-22,089480,A,실행,29.65,5.74,1720.0,0.12,-5.0,9.986684420772301,63.8,중고PER(15~30),고PBR(3+),배당<2%
2008-01-22,016880,A,실행,24.42,3.7,856.0,1.84,7.3487031700288,21.90201729106626,42.4,중고PER(15~30),고PBR(3+),배당<2%
2008-01-22,003530,A,실행,17.93,2.13,1277.0,1.31,-7.2051282051282,-28.52564102564102,5.8,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-22,012090,A,실행,25.74,2.19,441.0,0.0,10.46511627906976,-13.953488372093029,28.7,중고PER(15~30),중고PBR(1.5~3),무배당
2008-01-22,000150,A,실행,176.9,5.6,1026.0,0.0,9.6551724137931,10.6896551724138,49.0,고PER(30+),고PBR(3+),무배당
2008-01-22,010060,B,실행,72.73,6.17,3451.0,0.28,8.97984886649874,70.27707808564232,123.2,고PER(30+),고PBR(3+),배당<2%
2008-01-22,034020,A,실행,145.66,5.0,865.0,0.28,10.48780487804879,21.46341463414633,38.5,고PER(30+),고PBR(3+),배당<2%
2008-01-22,012630,A,실행,23.74,3.39,3855.0,0.87,8.47076461769116,-10.04497751124438,16.2,중고PER(15~30),고PBR(3+),배당<2%
2008-01-22,003490,B,실행,13.41,1.19,5725.0,0.13,-0.64102564102564,-12.21719457013574,16.9,중PER(8~15),중PBR(0.8~1.5),배당<2%
2008-01-22,000210,A,실행,22.66,2.71,7899.0,0.75,10.64638783269962,-9.1254752851711,23.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-22,009410,A,실행,88.37,1.47,129.0,0.88,-5.68198712570664,-21.46341463414633,6.8,고PER(30+),중PBR(0.8~1.5),배당<2%
2008-01-22,000880,A,실행,17.94,3.97,3946.0,0.64,7.97101449275361,-7.789855072463769,13.4,중고PER(15~30),고PBR(3+),배당<2%
2008-01-22,022100,A,실행,112.63,5.7,99.0,0.22,8.80681818181818,7.61363636363636,29.0,고PER(30+),고PBR(3+),배당<2%
2008-01-22,034830,A,실행,31.81,1.77,47.0,0.0,7.38993710691824,5.66037735849056,13.5,고PER(30+),중고PBR(1.5~3),무배당
2008-01-22,016360,A,실행,29.46,2.96,3082.0,1.1,-7.00436681222707,-0.7278020378457,26.6,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-22,011810,A,실행,75.98,11.77,1099.0,0.36,12.56931608133087,8.31792975970426,57.1,고PER(30+),고PBR(3+),배당<2%
2008-01-23,034020,A,실행,145.66,5.0,865.0,0.28,7.49999999999999,26.0,42.0,고PER(30+),고PBR(3+),배당<2%
2008-01-23,066270,A,실행,76.47,6.26,425.0,0.0,10.763209393346381,-39.33463796477495,16.2,고PER(30+),고PBR(3+),무배당
2008-01-23,084730,A,실행,26.12,7.73,1524.0,0.0,9.96376811594204,26.630434782608692,39.1,중고PER(15~30),고PBR(3+),무배당
2008-01-23,025900,A,실행,146.02,1.75,201.0,0.0,7.82051282051281,35.12820512820513,69.2,고PER(30+),중고PBR(1.5~3),무배당
2008-01-23,000215,A,실행,0.0,0.0,0.0,1.74,-4.6290598290598295,-6.66666666666666,17.9,적자/무실적,,배당<2%
2008-01-28,005830,A,실행,28.27,4.91,1935.0,0.82,-5.76819407008086,4.98652291105121,15.6,중고PER(15~30),고PBR(3+),배당<2%
2008-01-28,001450,A,실행,48.3,4.08,528.0,0.78,7.35694822888284,20.43596730245231,36.0,고PER(30+),고PBR(3+),배당<2%
2008-01-29,000880,A,실행,17.94,3.97,3946.0,0.64,-6.52,4.6,25.2,중고PER(15~30),고PBR(3+),배당<2%
2008-01-29,000370,A,실행,0.0,7.41,0.0,0.0,-5.9751322751322595,-11.37566137566137,28.3,적자/무실적,고PBR(3+),무배당
2008-01-29,014620,A,실행,39.4,10.91,698.0,0.18,-7.58024691358024,31.85185185185184,95.1,고PER(30+),고PBR(3+),배당<2%
2008-01-29,004020,B,실행,13.72,1.89,5760.0,0.63,-8.55094890510949,0.58394160583941,33.1,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-29,034020,B,실행,145.66,5.0,865.0,0.28,-6.33607476635514,26.635514018691598,32.7,고PER(30+),고PBR(3+),배당<2%
2008-01-29,011810,A,실행,75.98,11.77,1099.0,0.36,-5.6921675774134695,26.04735883424409,54.8,고PER(30+),고PBR(3+),배당<2%
2008-01-29,023590,A,실행,13.91,1.74,719.0,0.35,8.55119825708061,-6.971677559912851,11.7,중PER(8~15),중고PBR(1.5~3),배당<2%
2008-01-30,000150,A,실행,176.9,5.6,1026.0,0.0,-5.0,49.21875,68.8,고PER(30+),고PBR(3+),무배당
2008-01-30,009540,A,실행,40.03,5.91,11053.0,0.56,9.26573426573427,29.54545454545454,43.0,고PER(30+),고PBR(3+),배당<2%
2008-01-30,012090,A,실행,25.74,2.19,441.0,0.0,7.587548638132289,-9.727626459143961,29.2,중고PER(15~30),중고PBR(1.5~3),무배당
2008-01-30,005880,A,실행,13.92,3.23,11855.0,0.45,12.083333333333309,55.00000000000001,97.1,중PER(8~15),고PBR(3+),배당<2%
2008-01-30,001440,A,실행,21.8,2.14,2248.0,1.02,7.776261937244181,45.7025920873124,48.7,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-01-31,000150,A,실행,125.73,3.98,1026.0,0.0,8.33333333333332,41.08527131782946,67.4,고PER(30+),고PBR(3+),무배당
2008-01-31,006260,A,실행,9.53,1.45,7516.0,1.4,8.17039106145252,22.905027932960888,51.5,중PER(8~15),중PBR(0.8~1.5),배당<2%
2008-01-31,034020,A,실행,106.47,3.65,865.0,0.38,8.08903365906623,38.979370249728554,54.2,고PER(30+),고PBR(3+),배당<2%
2008-02-12,066570,B,실행,68.44,2.34,1315.0,0.83,27.395715896279597,49.94363021420518,89.4,고PER(30+),중고PBR(1.5~3),배당<2%
2008-03-04,049690,A,실행,36.34,6.83,732.0,0.0,-5.778321943811711,-26.65148063781322,1.4,고PER(30+),고PBR(3+),무배당
2008-03-05,049690,A,실행,36.34,6.83,732.0,0.0,-5.99246212121213,-24.77272727272728,0.9,고PER(30+),고PBR(3+),무배당
2008-03-10,002780,A,실행,18.56,1.43,146.0,0.0,9.61070559610706,0.4866180048662,22.6,중고PER(15~30),중PBR(0.8~1.5),무배당
2008-03-10,000720,B,실행,20.13,5.24,4287.0,0.0,-8.659289940828401,2.4852071005917202,12.1,중고PER(15~30),고PBR(3+),무배당
2008-03-10,012090,A,실행,32.54,2.77,441.0,0.0,7.49999999999999,-14.999999999999991,18.8,고PER(30+),중고PBR(1.5~3),무배당
2008-03-10,034020,B,실행,161.27,5.53,865.0,0.25,-6.6393442622950705,-9.016393442622949,12.7,고PER(30+),고PBR(3+),배당<2%
2008-03-10,030610,A,실행,26.2,2.49,872.0,0.66,6.8241469816272895,-3.93700787401575,20.7,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-03-10,003480,A,실행,15.45,1.27,2214.0,1.17,8.187599364069941,4.61049284578696,16.2,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2008-03-11,000155,A,실행,0.0,0.0,0.0,0.0,-5.3308687615526695,-8.96487985212569,13.7,적자/무실적,,무배당
2008-03-13,003490,A,실행,12.63,1.12,5725.0,0.14,-7.1897163120567305,-9.57446808510638,4.4,중PER(8~15),중PBR(0.8~1.5),배당<2%
2008-03-13,064420,A,실행,225.0,1.55,42.0,0.0,-6.1733630952380905,2.5510204081632604,15.8,고PER(30+),중고PBR(1.5~3),무배당
2008-03-14,034020,B,실행,161.27,5.53,865.0,0.25,-3.4090909090909,-12.8099173553719,13.6,고PER(30+),고PBR(3+),배당<2%
2008-03-17,037620,B,실행,37.82,5.35,3649.0,0.36,10.70564516129033,6.85483870967742,30.2,고PER(30+),고PBR(3+),배당<2%
2008-04-02,034020,B,실행,153.18,5.26,865.0,0.26,-9.76294820717131,-7.968127490039841,4.8,고PER(30+),고PBR(3+),배당<2%
2008-04-04,035420,B,실행,70.33,27.07,3286.0,0.0,-8.96825327510917,-13.318777292576419,6.1,고PER(30+),고PBR(3+),무배당
2008-04-14,000150,A,실행,186.16,5.9,1026.0,0.0,7.357357357357359,17.717717717717697,29.7,고PER(30+),고PBR(3+),무배당
2008-04-16,011400,A,실행,0.0,15.33,0.0,0.0,7.81021897810219,-10.94890510948904,16.8,적자/무실적,고PBR(3+),무배당
2008-04-25,000370,A,주의,0.0,4.38,0.0,0.0,-6.03170155993432,-29.31034482758621,9.9,적자/무실적,고PBR(3+),무배당
2008-05-07,035420,A,주의,38.47,15.3,6056.0,0.0,-6.740894308943091,-20.24390243902438,5.8,고PER(30+),고PBR(3+),무배당
2008-05-14,027970,A,주의,259.32,3.82,59.0,0.0,-7.043010752688179,-33.90681003584229,16.1,고PER(30+),고PBR(3+),무배당
2008-06-04,003550,B,실행,15.64,2.76,5147.0,0.93,-9.45383597883599,-13.49206349206348,0.4,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-06-11,000150,B,실행,139.2,6.12,1523.0,0.0,-9.08345679012345,-21.7283950617284,-1.2,고PER(30+),고PBR(3+),무배당
2008-06-13,012650,A,실행,15.55,1.37,1190.0,0.27,7.14285714285714,-17.195767195767182,21.2,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2008-06-13,005880,A,실행,6.17,2.48,33075.0,1.23,10.29850746268656,-2.0895522388059797,16.4,저PER(<8),중고PBR(1.5~3),배당<2%
2008-06-13,093370,A,실행,37.16,6.91,118.0,0.57,-5.743119266055039,-4.35779816513761,19.3,고PER(30+),고PBR(3+),배당<2%
2008-06-13,011810,A,실행,30.94,6.05,2456.0,0.49,-5.58944746376811,-36.00543478260869,3.7,고PER(30+),고PBR(3+),배당<2%
2008-06-16,005880,A,실행,6.17,2.48,33075.0,1.23,7.396449704142009,-4.4378698224852,15.4,저PER(<8),중고PBR(1.5~3),배당<2%
2008-06-25,000610,A,실행,55.62,4.51,276.0,0.0,8.29493087557604,-34.74654377880184,13.8,고PER(30+),고PBR(3+),무배당
2008-06-25,000990,A,실행,0.0,0.28,0.0,0.0,-5.0,-9.86046511627907,7.0,적자/무실적,저PBR(<0.8),무배당
2008-06-26,006380,A,실행,0.0,6.08,0.0,0.0,-5.0,0.0,8.9,적자/무실적,고PBR(3+),무배당
2008-06-27,012650,A,실행,15.55,1.37,1190.0,0.27,-7.310810810810819,-31.891891891891888,18.9,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2008-06-30,066570,B,실행,15.63,2.63,7584.0,0.72,-8.87729957805907,-12.23628691983121,4.6,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-07-01,000400,A,실행,54.38,3.27,217.0,0.42,-5.42986425339366,-27.33031674208145,5.0,고PER(30+),고PBR(3+),배당<2%
2008-07-03,053660,A,실행,28.04,4.35,1676.0,0.43,7.31707317073169,1.95121951219512,13.9,중고PER(15~30),고PBR(3+),배당<2%
2008-07-03,010060,B,실행,51.57,6.67,6845.0,0.28,-4.71268057784911,-4.49438202247191,23.6,고PER(30+),고PBR(3+),배당<2%
2008-07-03,014820,A,실행,9.59,2.5,267.0,3.91,-7.541850220264309,-20.70484581497796,5.1,중PER(8~15),중고PBR(1.5~3),배당2%+
2008-07-07,072870,A,실행,45.43,13.05,7290.0,0.54,-5.0,-17.69230769230768,5.4,고PER(30+),고PBR(3+),배당<2%
2008-07-08,045890,A,실행,99.18,15.87,367.0,0.0,7.531055900621101,-14.130434782608688,56.8,고PER(30+),고PBR(3+),무배당
2008-07-15,016990,A,실행,0.0,1.09,0.0,0.0,-5.46197646804836,-6.7357512953367795,10.1,적자/무실적,중PBR(0.8~1.5),무배당
2008-08-04,010060,B,실행,54.86,7.1,6845.0,0.27,-9.1048951048951,-14.4055944055944,0.7,고PER(30+),고PBR(3+),배당<2%
2008-08-05,084010,A,실행,18.22,2.02,4550.0,0.6,-6.9897810218978105,-9.78102189781022,7.3,중고PER(15~30),중고PBR(1.5~3),배당<2%
2008-08-05,053660,A,실행,27.68,4.29,1676.0,0.43,7.25190839694658,-24.8091603053435,18.1,중고PER(15~30),고PBR(3+),배당<2%
2008-08-06,010060,B,실행,54.86,7.1,6845.0,0.27,-4.28571428571428,-14.58026509572901,3.4,고PER(30+),고PBR(3+),배당<2%
2008-09-01,010780,A,실행,0.0,0.0,0.0,0.0,-4.99999999999999,-70.74626865671641,52.2,적자/무실적,,무배당
2008-09-02,011760,A,실행,0.0,0.0,0.0,0.0,7.57211538461537,-61.58653846153845,12.0,적자/무실적,,무배당
2008-09-02,008320,A,실행,0.0,0.0,0.0,0.0,-5.17798594847775,-58.31381733021077,23.0,적자/무실적,,무배당
2008-09-16,010780,A,실행,0.0,0.0,0.0,0.0,0.10000000000001,-61.74999999999999,14.1,적자/무실적,,무배당
2008-09-17,001260,A,실행,0.0,0.0,0.0,0.0,-5.67195121951223,-71.21951219512195,-2.0,적자/무실적,,무배당
