code,last_ym,mkt,cls,terminal_ret,last_close,ret6,ret12,peak12,flat_months,mcap_last,recent
005470,1996-10,KOSDAQ,동결소멸,-0.7,9400.0,,,0.0,4,5640000000,0
012605,1996-10,KOSPI,동결소멸,-0.7,62700.0,-0.06,,-0.06,6,7524000,0
011724,1996-11,KOSPI,동결소멸,-0.7,33100.0,0.0,,0.0,8,435960100,0
000726,1996-12,KOSPI,동결소멸,-0.7,18000.0,-0.027,,-0.027,6,62164224000,0
004520,1996-12,KOSDAQ,동결소멸,-0.7,5100.0,,,0.0,6,5610000000,0
005114,1996-12,KOSPI,동결소멸,-0.7,35600.0,0.0,,-0.0607,10,3494068800,0
005117,1996-12,KOSPI,동결소멸,-0.7,38500.0,0.0,,0.0,7,2619963500,0
005386,1996-12,KOSPI,동결소멸,-0.7,15500.0,0.0,,0.0,7,60546875000,0
005664,1996-12,KOSPI,동결소멸,-0.7,18500.0,0.0,,0.0,8,13116500,0
008430,1996-12,KOSDAQ,동결소멸,-0.7,8100.0,,,0.0,6,972000000,0
008680,1996-12,KOSDAQ,동결소멸,-0.7,4000.0,,,0.0,6,1200000000,0
008691,1996-12,KOSPI,동결소멸,-0.7,11900.0,0.0,,0.0,7,24040820300,0
009011,1996-12,KOSDAQ,동결소멸,-0.7,10900.0,,,0.0,4,1025995200,0
009731,1996-12,KOSDAQ,동결소멸,-0.7,10200.0,,,0.0,5,1122020400,0
009950,1996-12,KOSDAQ,동결소멸,-0.7,5900.0,,,0.0,6,708000000,0
011520,1996-12,KOSDAQ,동결소멸,-0.7,5600.0,,,0.0,6,4796680000,0
013210,1996-12,KOSDAQ,동결소멸,-0.7,5300.0,,,0.0,6,21200000000,0
015180,1996-12,KOSDAQ,동결소멸,-0.7,5000.0,,,0.0,6,650000000,0
015531,1996-12,KOSDAQ,동결소멸,-0.7,19100.0,,,0.0,5,87860000,0
016310,1996-12,KOSDAQ,동결소멸,-0.7,8000.0,,,0.0,6,3200000000,0
017091,1996-12,KOSDAQ,동결소멸,-0.7,15500.0,,,0.0,5,155000000,0
017092,1996-12,KOSDAQ,동결소멸,-0.7,15500.0,,,0.0,5,790500000,0
017093,1996-12,KOSDAQ,동결소멸,-0.7,15500.0,,,0.0,4,837000000,0
017094,1996-12,KOSDAQ,동결소멸,-0.7,15500.0,,,0.0,4,1255500000,0
017410,1996-12,KOSDAQ,동결소멸,-0.7,6300.0,,,0.0,6,9702000000,0
017674,1996-12,KOSPI,동결소멸,-0.7,642000.0,0.0,,0.0,11,5136000,0
018230,1996-12,KOSDAQ,동결소멸,-0.7,17000.0,,,0.0,6,5977625000,0
019460,1996-12,KOSDAQ,동결소멸,-0.7,17500.0,,,0.0,6,38500000000,0
020074,1996-12,KOSDAQ,동결소멸,-0.7,8500.0,,,0.0,4,510000000,0
020620,1996-12,KOSDAQ,동결소멸,-0.7,15000.0,,,0.0,6,1500000000,0
020625,1996-12,KOSDAQ,동결소멸,-0.7,13600.0,,,0.0,6,1224000000,0
021221,1996-12,KOSDAQ,동결소멸,-0.7,10100.0,,,0.0,6,5050000000,0
022130,1996-12,KOSDAQ,동결소멸,-0.7,17000.0,,,0.0,6,102000000000,0
023441,1996-12,KOSDAQ,동결소멸,-0.7,13000.0,,,0.0,6,1820000000,0
024871,1996-12,KOSDAQ,동결소멸,-0.7,9500.0,,,0.0,6,541500000,0
025951,1996-12,KOSDAQ,동결소멸,-0.7,22000.0,,,0.0,5,220000000,0
026962,1996-12,KOSDAQ,동결소멸,-0.7,19500.0,,,-0.1333,4,2730000000,0
027352,1996-12,KOSDAQ,동결소멸,-0.7,63900.0,,,0.0,5,6390000000,0
027353,1996-12,KOSDAQ,동결소멸,-0.7,61800.0,,,0.0,4,1236000000,0
027354,1996-12,KOSDAQ,동결소멸,-0.7,54300.0,,,0.0,5,2172000000,0
027711,1996-12,KOSDAQ,동결소멸,-0.7,21600.0,,,0.0,5,345600000,0
027712,1996-12,KOSDAQ,동결소멸,-0.7,21600.0,,,0.0,5,2160000000,0
027893,1996-12,KOSDAQ,동결소멸,-0.7,71100.0,,,0.0,6,4266000000,0
016391,1997-03,KOSPI,동결소멸,-0.7,16000.0,0.0811,,0.0,4,32000000000,0
009590,1997-07,KOSDAQ,동결소멸,-0.7,10100.0,0.0,-0.2681,-0.5,8,20200000000,0
014270,1997-07,KOSDAQ,동결소멸,-0.7,920.0,0.0,-0.8864,-0.8864,7,1564000000,0
019230,1997-07,KOSDAQ,동결소멸,-0.7,6200.0,0.0,-0.4918,-0.4918,8,4092000000,0
004791,1997-12,KOSDAQ,동결소멸,-0.7,13300.0,,,0.0,4,2660000000,0
005011,1997-12,KOSPI,동결소멸,-0.7,3600.0,0.1613,,0.0,6,674352000,0
008124,1997-12,KOSPI,동결소멸,-0.7,11600.0,0.0,0.352,0.0,9,15462800,0
008160,1997-12,KOSDAQ,동결소멸,-0.7,11900.0,0.0,-0.1119,-0.1119,7,22110200000,0
010671,1997-12,KOSDAQ,동결소멸,-0.7,8300.0,0.0375,,-0.0143,4,329427000,0
010672,1997-12,KOSDAQ,동결소멸,-0.7,7400.0,0.0709,,0.0,4,1332000000,0
012224,1997-12,KOSPI,동결소멸,-0.7,6680.0,0.0,,0.0,10,117708280,0
019931,1997-12,KOSDAQ,동결소멸,-0.7,62100.0,-0.2589,3.968,-0.2589,4,6767037000,0
026151,1997-12,KOSDAQ,동결소멸,-0.7,19600.0,,,0.0,5,2744000000,0
026921,1997-12,KOSDAQ,동결소멸,-0.7,16600.0,,,0.0,5,6640000000,0
028081,1997-12,KOSDAQ,동결소멸,-0.7,51500.0,-0.4432,,-0.5402,4,2370000000,0
030421,1997-12,KOSDAQ,동결소멸,-0.7,19600.0,,,-0.5196,4,1568000000,0
031314,1997-12,KOSDAQ,동결소멸,-0.7,36000.0,,,0.0,6,14400000000,0
032612,1997-12,KOSDAQ,동결소멸,-0.7,28400.0,0.0,,0.0,8,2610528000,0
008264,1998-03,KOSPI,동결소멸,-0.7,960.0,-0.9026,,-0.9026,4,124131840,0
011770,1998-04,KOSDAQ,동결소멸,-0.7,9800.0,0.0,0.0,0.0,13,1960000000,0
018840,1998-04,KOSDAQ,동결소멸,-0.7,12700.0,0.0,-0.0593,-0.0593,10,1524000000,0
021220,1998-04,KOSDAQ,동결소멸,-0.7,16500.0,0.0,0.0,0.0,13,31163797500,0
027450,1998-04,KOSDAQ,동결소멸,-0.7,4410.0,-0.1519,-0.1519,-0.1519,4,17640000000,0
005671,1998-06,KOSDAQ,동결소멸,-0.7,4200.0,-0.2364,,-0.7572,5,197484000,0
005672,1998-06,KOSDAQ,동결소멸,-0.7,7130.0,,,0.0,6,719987400,0
016925,1998-07,KOSDAQ,동결소멸,-0.7,23400.0,0.0,0.2381,0.0,7,1404000000,0
002190,1998-08,KOSDAQ,동결소멸,-0.7,2160.0,0.0,-0.5592,-0.5592,9,1728000000,0
006520,1998-08,KOSDAQ,동결소멸,-0.7,390.0,0.0,0.0541,0.0,9,990600000,0
006860,1998-08,KOSDAQ,동결소멸,-0.7,10800.0,-0.3647,-0.597,-0.597,5,648000000,0
007140,1998-08,KOSDAQ,동결소멸,-0.7,9500.0,-0.181,-0.2017,-0.2017,5,7343500000,0
008960,1998-08,KOSDAQ,동결소멸,-0.7,57400.0,0.0,-0.2148,-0.2148,11,5740000000,0
012360,1998-08,KOSDAQ,동결소멸,-0.7,5460.0,0.0,-0.2816,-0.2816,8,709800000,0
014665,1998-08,KOSDAQ,동결소멸,-0.7,7920.0,-0.0791,-0.0791,-0.0791,5,475200000,0
019530,1998-08,KOSDAQ,동결소멸,-0.7,2160.0,0.0,-0.477,-0.477,8,4320000000,0
019730,1998-08,KOSDAQ,동결소멸,-0.7,1100.0,-0.1667,-0.2308,-0.2308,4,1210000000,0
020100,1998-08,KOSDAQ,동결소멸,-0.7,7960.0,0.0,0.0,0.0,13,4776000000,0
023920,1998-08,KOSDAQ,동결소멸,-0.7,6300.0,0.0,0.1667,0.0,11,2550240000,0
024860,1998-08,KOSDAQ,동결소멸,-0.7,8700.0,0.0,0.0,0.0,13,23490000000,0
000330,1998-10,KOSPI,동결소멸,-0.7,5500.0,-0.2839,-0.2667,-0.3969,4,16500000000,0
015535,1998-10,KOSDAQ,동결소멸,-0.7,3720.0,0.0,-0.2034,-0.2034,10,314712000,0
025940,1998-11,KOSDAQ,동결소멸,-0.7,4120.0,0.2189,-0.5089,-0.5089,5,2892240000,0
007531,1998-12,KOSDAQ,동결소멸,-0.7,2700.0,,,0.0,6,1350000000,0
008860,1998-12,KOSDAQ,동결소멸,-0.7,43800.0,0.0,0.0788,0.0,10,2628000000,0
026900,1998-12,KOSDAQ,동결소멸,-0.7,14000.0,-0.4928,-0.125,-0.7125,4,2660000000,0
029471,1998-12,KOSDAQ,동결소멸,-0.7,30000.0,-0.4286,,-0.4828,5,6750000,0
000870,1999-01,KOSDAQ,동결소멸,-0.7,42150.0,1.0866,-0.6024,-0.6024,5,37597800000,0
002455,1999-01,KOSPI,동결소멸,-0.7,6000.0,0.0,0.0,0.0,13,6222000,0
008580,1999-02,KOSDAQ,동결소멸,-0.7,30000.0,-0.2308,-0.2063,-0.3182,4,49827840000,0
025220,1999-03,KOSDAQ,동결소멸,-0.7,9430.0,0.0,0.0,0.0,13,17841560000,0
026920,1999-03,KOSDAQ,동결소멸,-0.7,1010.0,0.0,0.0,0.0,13,606000000,0
007240,1999-05,KOSPI,동결소멸,-0.7,1240.0,-0.5373,0.8507,-0.5407,4,6200000000,0
007091,2000-05,KOSDAQ,동결소멸,-0.7,14700.0,1.6203,-0.5067,-0.5258,4,14994000000,0
007365,2000-07,KOSPI,동결소멸,-0.7,31900.0,0.519,,0.0,5,182850800000,0
034607,2000-11,KOSDAQ,동결소멸,-0.7,113500.0,0.0,,0.0,12,0,0
022875,2001-01,KOSDAQ,동결소멸,-0.7,1001000.0,0.0,2.8649,0.0,11,44044000000000,0
008990,2001-02,KOSPI,동결소멸,-0.7,170.0,-0.7344,-0.9351,-0.9351,5,1700000,0
011260,2001-02,KOSPI,동결소멸,-0.7,180.0,-0.7517,-0.9655,-0.9655,5,1800000,0
012710,2001-02,KOSPI,동결소멸,-0.7,145.0,-0.463,-0.9132,-0.9268,5,1450000,0
024960,2001-02,KOSPI,동결소멸,-0.7,420.0,0.0,-0.7308,-0.7308,7,14422800000,0
000147,2001-07,KOSPI,동결소멸,-0.7,54300.0,-0.4155,-0.4155,-0.4155,6,322466740200,0
022870,2001-07,KOSDAQ,동결소멸,-0.7,430.0,0.0,-0.5057,-0.5743,8,23478000000,0
004945,2001-08,KOSPI,동결소멸,-0.7,131500.0,0.0,1.2949,0.0,8,3419000000000,0
048660,2001-08,KOSDAQ,동결소멸,-0.7,122000.0,0.0,,0.0,7,488000000000,0
015585,2001-09,KOSPI,동결소멸,-0.7,44150.0,0.0,0.0,0.0,13,2582775000000,0
027465,2001-11,KOSPI,동결소멸,-0.7,53200.0,0.0,0.0,0.0,13,630952000000,0
004295,2002-01,KOSPI,동결소멸,-0.7,93200.0,0.0,0.0,0.0,13,87048800,0
006295,2002-04,KOSPI,동결소멸,-0.7,230500.0,0.0,0.0,0.0,13,11755500,0
052520,2002-04,KOSDAQ,동결소멸,-0.7,10500.0,0.0048,0.0892,0.0,4,52421250000,0
058910,2002-07,KOSDAQ,동결소멸,-0.7,5350.0,0.019,,0.0,4,35952000000,0
063680,2002-08,KOSDAQ,동결소멸,-0.7,14000.0,0.25,,0.0,6,57120000000,0
005770,2003-04,KOSPI,동결소멸,-0.7,500.0,0.0,0.0,0.0,13,17040258500,0
006610,2003-04,KOSPI,동결소멸,-0.7,525.0,0.0,0.0,0.0,13,27195022575,0
001980,2004-05,KOSPI,동결소멸,-0.7,130.0,-0.4902,-0.8547,-0.8774,6,17457237590,0
012760,2004-07,KOSPI,동결소멸,-0.7,235.0,0.0,-0.7418,-0.7418,7,16958497230,0
046000,2004-08,KOSDAQ,동결소멸,-0.7,1280.0,0.0,-0.4088,-0.4088,9,18904833280,0
037500,2005-02,KOSDAQ,동결소멸,-0.7,5420.0,0.1016,0.0423,0.0,4,10124560000,0
000110,2005-04,KOSPI,동결소멸,-0.7,2645.0,0.0,0.0,0.0,13,846400000000,0
042950,2005-06,KOSDAQ,동결소멸,-0.7,4990.0,0.1471,0.2795,0.0,5,33140586000,0
000805,2006-04,KOSPI,동결소멸,-0.7,28850.0,0.0,4.0,0.0,8,17540800000,0
012655,2006-06,KOSDAQ,동결소멸,-0.7,596000.0,0.0,0.0,0.0,13,272370212000,0
001265,2007-06,KOSPI,동결소멸,-0.7,15200.0,0.0,0.0,0.0,13,506661600,0
004145,2007-06,KOSPI,동결소멸,-0.7,18450.0,0.0,0.0,0.0,13,5394743100,0
048270,2009-04,KOSDAQ,동결소멸,-0.7,105.0,-0.6769,-0.984,-0.9855,4,3224962860,0
004147,2010-06,KOSPI,동결소멸,-0.7,8200.0,0.0,0.0,0.0,13,6844704000,0
004149,2011-01,KOSPI,동결소멸,-0.7,8200.0,0.0,0.0,0.0,13,11781596000,0
071955,2011-05,KOSPI,동결소멸,-0.7,9230.0,0.0,0.0,0.0,13,20065216990,0
101790,2012-04,KOSPI,동결소멸,-0.7,5350.0,0.0,0.0,0.0,13,26750000000,0
900010,2013-06,KOSDAQ,동결소멸,-0.7,1200.0,0.3873,0.5209,0.0,4,72228213600,0
001385,2013-12,KOSPI,동결소멸,-0.7,1575000.0,0.0,0.0,0.0,13,173250000,0
00341A,2014-01,KOSPI,동결소멸,-0.7,62100.0,0.0,0.0,0.0,13,77625000000,0
00341D,2014-01,KOSPI,동결소멸,-0.7,8000.0,0.0,0.0,0.0,13,31280400000,0
002797,2014-08,KOSPI,동결소멸,-0.7,553000.0,0.0,0.0,0.0,13,147496160000,0
002250,2019-05,KOSPI,동결소멸,-0.7,28700.0,0.0088,0.0513,0.0,4,340322361400,0
149940,2020-07,KOSDAQ,동결소멸,-0.7,155.0,0.0,0.0,0.0,13,3279863395,0
144620,2021-11,KOSPI,동결소멸,-0.7,3075.0,0.0567,-0.0821,-0.0821,4,211125302625,0
058220,2024-05,KOSDAQ,동결소멸,-0.7,275.0,0.0,0.0,0.0,13,10717917100,0
058530,2024-06,KOSDAQ,동결소멸,-0.7,1620.0,0.0,0.0,0.0,13,32527053360,0
119860,2024-09,KOSDAQ,동결소멸,-0.7,18000.0,0.3129,0.7875,0.0,4,811186632000,0
005321,1996-12,KOSDAQ;KOSPI,시장이전,0.0,18000.0,,,-0.6095,1,2037600000,0
025541,1996-12,KOSDAQ;KOSPI,시장이전,0.0,106000.0,-0.2148,,-0.5289,1,3816000000,0
025561,1996-12,KOSDAQ;KOSPI,시장이전,0.0,249000.0,0.2835,,-0.2886,1,24900000000,0
007801,1997-06,KOSDAQ;KOSPI,시장이전,0.0,9000.0,0.0297,,-0.25,1,1106816120,0
013201,1997-12,KOSDAQ;KOSPI,시장이전,0.0,1880.0,-0.8607,-0.8721,-0.8738,1,5543942430,0
021310,1999-02,KOSDAQ;KOSPI,시장이전,0.0,10.0,-0.988,-0.9949,-0.9949,1,1600000000,0
021600,1999-02,KOSDAQ;KOSPI,시장이전,0.0,5.0,-0.9444,-0.9965,-0.9969,1,400000000,0
021610,1999-02,KOSDAQ;KOSPI,시장이전,0.0,5.0,-0.9655,-0.9982,-0.9984,1,600000000,0
018570,2002-05,KOSDAQ;KOSPI,시장이전,0.0,980.0,0.6066,0.1667,-0.4556,1,2096118000,0
013250,2002-10,KOSDAQ;KOSPI,시장이전,0.0,5.0,-0.9796,-0.9969,-0.9983,1,147300000,0
018590,2004-01,KOSDAQ;KOSPI,시장이전,0.0,5.0,-0.9929,-0.9915,-0.9935,1,5209367655,0
019930,2004-02,KOSDAQ;KOSPI,시장이전,0.0,50.0,-0.75,-0.75,-0.75,1,6146941000,0
004510,2004-04,KOSDAQ;KOSPI,시장이전,0.0,15000.0,0.5823,1.7624,0.0,1,41655120000,0
025930,2007-04,KOSDAQ;KOSPI,시장이전,0.0,165.0,-0.9501,-0.9728,-0.9728,1,97438155090,0
013200,2009-05,KOSDAQ;KOSPI,시장이전,0.0,185.0,-0.4559,-0.9514,-0.9514,1,2343511700,0
032390,2009-06,KOSDAQ;KOSPI,시장이전,0.0,22750.0,-0.2755,-0.1889,-0.2755,2,4283235570250,0
024870,2010-04,KOSDAQ;KOSPI,시장이전,0.0,20.0,-0.9708,-0.9817,-0.9844,1,331589380,0
027840,2010-07,KOSDAQ;KOSPI,시장이전,0.0,5920.0,0.8616,0.7259,0.0,2,136550335200,0
013240,2011-04,KOSDAQ;KOSPI,시장이전,0.0,12.0,-0.9784,-0.9872,-0.9873,1,31701066816,0
014590,2011-05,KOSDAQ;KOSPI,시장이전,0.0,48.0,-0.9185,-0.7867,-0.9392,1,35533686841,0
024100,2011-10,KOSDAQ;KOSPI,시장이전,0.0,30.0,-0.9917,-0.9941,-0.9941,1,17232400000,0
022520,2012-01,KOSDAQ;KOSPI,시장이전,0.0,1230.0,-0.4698,-0.3457,-0.4698,2,100222294200,0
007800,2012-07,KOSDAQ;KOSPI,시장이전,0.0,10.0,-0.9953,-0.9967,-0.9967,1,25880315400,0
016560,2012-10,KOSDAQ;KOSPI,시장이전,0.0,12.0,-0.9911,-0.9928,-0.9928,1,83806920000,0
021960,2017-07,KOSDAQ;KOSPI,시장이전,0.0,30150.0,0.2357,0.2133,0.0,1,638316201600,0
030790,2024-05,KOSDAQ;KOSPI,시장이전,0.0,8.0,-0.9912,-0.9912,-0.9912,1,1614859020,0
034300,2025-02,KOSDAQ;KOSPI,시장이전,0.0,18160.0,0.4132,0.6258,0.0,2,140931660640,1
010600,2026-01,KOSDAQ;KOSPI,시장이전,0.0,11.0,-0.9798,-0.9798,-0.9798,1,49553256815,1
033180,2026-01,KOSDAQ;KOSPI,시장이전,0.0,316.0,-0.9405,-0.9523,-0.9881,1,138166306200,1
008541,1996-01,KOSPI,완만형,-0.3,51300.0,,,0.0,1,0,0
002010,1996-02,KOSPI,완만형,-0.3,19300.0,,,0.0,2,682633067700,0
002015,1996-02,KOSPI,완만형,-0.3,12300.0,,,0.0,2,10044364500,0
000021,1996-03,KOSPI,완만형,-0.3,22500.0,,,-0.0426,1,8362000000,0
002631,1996-03,KOSPI,완만형,-0.3,38500.0,,,-0.1501,1,8100000000,0
003091,1996-03,KOSPI,완만형,-0.3,32100.0,,,-0.0331,1,8395186800,0
003092,1996-03,KOSPI,완만형,-0.3,34000.0,,,0.0,1,10033432500,0
003967,1996-03,KOSPI,완만형,-0.3,14100.0,,,0.0,3,9263700,0
006371,1996-03,KOSPI,완만형,-0.3,16500.0,,,-0.1033,1,31644439600,0
006376,1996-03,KOSPI,완만형,-0.3,8560.0,,,0.0,3,3338400,0
009201,1996-03,KOSPI,완만형,-0.3,10100.0,,,-0.1721,1,9520000000,0
018501,1996-03,KOSPI,완만형,-0.3,17100.0,,,0.0,1,5040000000,0
005015,1996-04,KOSPI,완만형,-0.3,3100.0,,,-0.0578,2,56652500,0
008650,1996-04,KOSPI,완만형,-0.3,13900.0,,,-0.1871,2,8340000000,0
000071,1996-06,KOSPI,완만형,-0.3,22300.0,,,-0.223,1,45917080000,0
000076,1996-06,KOSPI,완만형,-0.3,11400.0,,,-0.1231,1,808947200,0
000901,1996-06,KOSPI,완만형,-0.3,14000.0,,,0.0,1,115614300,0
003941,1996-06,KOSPI,완만형,-0.3,69000.0,,,-0.047,1,34871532400,0
003946,1996-06,KOSPI,완만형,-0.3,24200.0,,,-0.2667,1,638992600,0
004061,1996-06,KOSPI,완만형,-0.3,9700.0,,,0.0,3,28091200,0
007191,1996-06,KOSPI,완만형,-0.3,5800.0,,,-0.1944,1,12852119700,0
007541,1996-06,KOSPI,완만형,-0.3,30500.0,,,0.0,1,2000000000,0
007560,1996-08,KOSDAQ,완만형,-0.3,3100.0,,,0.0,2,2170000000,0
011900,1996-08,KOSDAQ,완만형,-0.3,4600.0,,,0.0,2,2300000000,0
016430,1996-08,KOSPI,완만형,-0.3,5400.0,-0.2174,,-0.3208,3,29107080000,0
016435,1996-08,KOSPI,완만형,-0.3,3310.0,-0.1927,,-0.338,3,4263280000,0
018910,1996-08,KOSDAQ,완만형,-0.3,13400.0,,,-0.0563,1,22720000000,0
019380,1996-08,KOSPI,완만형,-0.3,4900.0,-0.1833,,-0.2741,3,16954000000,0
022020,1996-08,KOSDAQ,완만형,-0.3,4600.0,,,-0.3235,1,3128000000,0
025831,1996-08,KOSPI,완만형,-0.3,46500.0,-0.07,,-0.2965,1,46500000000,0
025832,1996-08,KOSPI,완만형,-0.3,46100.0,,,0.0,1,0,0
006201,1996-09,KOSPI,완만형,-0.3,18200.0,,,0.0,1,0,0
001610,1996-10,KOSPI,완만형,-0.3,6600.0,-0.237,,-0.237,3,14520000000,0
001615,1996-10,KOSPI,완만형,-0.3,3400.0,-0.32,,-0.32,3,2040000000,0
000091,1996-11,KOSPI,완만형,-0.3,30000.0,,,-0.1643,1,3000000000,0
000092,1996-11,KOSPI,완만형,-0.3,28400.0,,,-0.1886,1,11360000000,0
006341,1996-11,KOSPI,완만형,-0.3,15700.0,,,0.0,1,0,0
006344,1996-11,KOSPI,완만형,-0.3,15200.0,,,0.0,1,0,0
006510,1996-11,KOSPI,완만형,-0.3,9500.0,-0.1038,,-0.24,2,44102002000,0
006515,1996-11,KOSPI,완만형,-0.3,4020.0,-0.1762,,-0.4174,2,6928839840,0
007850,1996-11,KOSDAQ,완만형,-0.3,126500.0,,,0.0,1,102717342000,0
011721,1996-11,KOSPI,완만형,-0.3,27800.0,0.0692,,-0.0576,1,9468000000,0
015340,1996-11,KOSPI,완만형,-0.3,12100.0,-0.1232,,-0.2924,2,32930355700,0
000042,1996-12,KOSPI,완만형,-0.3,16000.0,,,0.0,2,209664000,0
000101,1996-12,KOSPI,완만형,-0.3,37000.0,-0.1294,,-0.2449,1,17464000000,0
000102,1996-12,KOSPI,완만형,-0.3,37000.0,-0.1232,,-0.2128,1,12964800000,0
000106,1996-12,KOSPI,완만형,-0.3,12800.0,-0.1523,,-0.3436,1,274828800,0
000241,1996-12,KOSPI,완만형,-0.3,33000.0,-0.0517,,-0.156,1,29333337000,0
000242,1996-12,KOSPI,완만형,-0.3,32800.0,-0.0209,,-0.1414,1,9002517600,0
000281,1996-12,KOSPI,완만형,-0.3,22800.0,-0.2645,,-0.2645,1,41021919600,0
000282,1996-12,KOSPI,완만형,-0.3,17200.0,,,-0.2,1,61700528000,0
000331,1996-12,KOSPI,완만형,-0.3,8700.0,-0.0333,,-0.2984,1,8700000000,0
000481,1996-12,KOSPI,완만형,-0.3,23900.0,,,-0.1871,1,14340000000,0
000501,1996-12,KOSPI,완만형,-0.3,12800.0,,,0.0,1,16640000000,0
000600,1996-12,KOSDAQ,완만형,-0.3,11700.0,,,0.0,3,1895400000,0
000661,1996-12,KOSPI,완만형,-0.3,20000.0,,,0.0,1,200000000000,0
000721,1996-12,KOSPI,완만형,-0.3,18600.0,,,-0.2017,1,67450537800,0
000791,1996-12,KOSPI,완만형,-0.3,10000.0,,,-0.2424,1,8121950000,0
000794,1996-12,KOSPI,완만형,-0.3,12600.0,,,0.0,1,77868000,0
000801,1996-12,KOSPI,완만형,-0.3,6700.0,-0.1728,,-0.3619,1,32556660100,0
000831,1996-12,KOSPI,완만형,-0.3,9900.0,,,-0.2385,1,67320000000,0
000881,1996-12,KOSPI,완만형,-0.3,9400.0,,,-0.1215,1,47000000000,0
000911,1996-12,KOSPI,완만형,-0.3,28000.0,,,0.0,1,2800000000,0
000912,1996-12,KOSPI,완만형,-0.3,22600.0,,,0.0,1,9040000000,0
000931,1996-12,KOSPI,완만형,-0.3,8600.0,,,-0.1224,1,17200000000,0
001371,1996-12,KOSPI,완만형,-0.3,6600.0,,,0.0,1,33000000000,0
001431,1996-12,KOSPI,완만형,-0.3,3690.0,-0.1439,,-0.2765,1,22140000000,0
001691,1996-12,KOSPI,완만형,-0.3,5510.0,-0.1536,,-0.328,1,5510000000,0
001741,1996-12,KOSPI,완만형,-0.3,11700.0,,,-0.093,1,45162000000,0
001791,1996-12,KOSPI,완만형,-0.3,31000.0,-0.0801,,-0.0909,1,7664161000,0
001821,1996-12,KOSPI,완만형,-0.3,29900.0,,,-0.3047,1,4421014000,0
001910,1996-12,KOSDAQ,완만형,-0.3,47300.0,,,0.0,1,23650000000,0
002021,1996-12,KOSPI,완만형,-0.3,14200.0,,,-0.1446,1,63048000000,0
002031,1996-12,KOSPI,완만형,-0.3,22800.0,,,0.0,1,3898800,0
002201,1996-12,KOSPI,완만형,-0.3,18500.0,-0.0263,,-0.1629,1,11100000000,0
002301,1996-12,KOSPI,완만형,-0.3,17600.0,,,0.0,1,4136000,0
002311,1996-12,KOSPI,완만형,-0.3,27600.0,,,0.0,1,38640000000,0
002471,1996-12,KOSPI,완만형,-0.3,3300.0,-0.2683,,-0.459,1,19800000000,0
002671,1996-12,KOSDAQ,완만형,-0.3,6800.0,,,-0.5,2,1632000000,0
002741,1996-12,KOSPI,완만형,-0.3,18900.0,-0.3127,,-0.3392,1,7603299900,0
002742,1996-12,KOSPI,완만형,-0.3,18600.0,,,-0.1014,1,34793773800,0
002746,1996-12,KOSPI,완만형,-0.3,9100.0,,,-0.0714,1,2568111000,0
002750,1996-12,KOSDAQ,완만형,-0.3,26000.0,,,0.0,1,4680000000,0
002951,1996-12,KOSPI,완만형,-0.3,6860.0,,,0.0,1,13720000000,0
003031,1996-12,KOSPI,완만형,-0.3,20000.0,-0.1228,,-0.2308,1,11428160000,0
003071,1996-12,KOSPI,완만형,-0.3,6650.0,,,-0.19,1,20567006950,0
003081,1996-12,KOSPI,완만형,-0.3,20100.0,,,0.0,1,4020000000,0
003082,1996-12,KOSPI,완만형,-0.3,20000.0,,,0.0,1,4000000000,0
003161,1996-12,KOSPI,완만형,-0.3,93000.0,,,-0.4946,1,30690000000,0
003291,1996-12,KOSPI,완만형,-0.3,15200.0,0.0133,,-0.2864,1,18240000000,0
003481,1996-12,KOSPI,완만형,-0.3,4950.0,-0.3812,,-0.4572,1,49500000000,0
003561,1996-12,KOSPI,완만형,-0.3,6270.0,,,-0.2163,1,13168197570,0
003701,1996-12,KOSDAQ,완만형,-0.3,28000.0,,,-0.0541,1,11200000000,0
003971,1996-12,KOSPI,완만형,-0.3,8360.0,,,0.0,1,116964760,0
004001,1996-12,KOSPI,완만형,-0.3,41000.0,,,-0.3663,1,61340100000,0
004021,1996-12,KOSPI,완만형,-0.3,13400.0,-0.3649,,-0.4174,1,67000000000,0
004151,1996-12,KOSPI,완만형,-0.3,22000.0,-0.127,,-0.2667,1,59400000000,0
004171,1996-12,KOSPI,완만형,-0.3,31000.0,-0.3861,,-0.4655,1,41540000000,0
004321,1996-12,KOSDAQ,완만형,-0.3,1990.0,,,-0.1708,2,11940000000,0
004431,1996-12,KOSPI,완만형,-0.3,32200.0,,,-0.2796,1,10432800000,0
004432,1996-12,KOSPI,완만형,-0.3,33100.0,,,-0.2266,1,13240000000,0
004511,1996-12,KOSPI,완만형,-0.3,53500.0,,,0.0,1,32100000000,0
004551,1996-12,KOSPI,완만형,-0.3,10000.0,0.0309,,-0.1304,1,160000000000,0
004691,1996-12,KOSPI,완만형,-0.3,61000.0,0.0517,,-0.0615,1,26840000000,0
004692,1996-12,KOSPI,완만형,-0.3,59500.0,0.0958,,-0.1339,1,13090000000,0
004711,1996-12,KOSPI,완만형,-0.3,15000.0,-0.1429,,-0.4643,1,23731500000,0
004871,1996-12,KOSPI,완만형,-0.3,18700.0,,,-0.252,1,11327338000,0
005061,1996-12,KOSPI,완만형,-0.3,8200.0,-0.0238,,-0.2545,1,10411933600,0
